1534,3,0
4461,3,0
934,3,0
419,3,0
2272,3,0
2849,3,0
2581,3,0
3242,3,0
4060,3,0
2761,3,0
4844,3,0
1641,3,0
4041,3,0
3083,3,0
2924,3,0
2268,3,0
2637,3,0
4440,3,0
497,3,0
2802,3,0
3875,3,0
3388,3,0
2140,3,0
3514,3,0
3272,3,0
391,3,0
1041,3,0
3178,3,0
3066,3,0
237,3,0
3503,5,0
2735,5,0
3480,5,0
4054,5,0
1949,5,0
1945,5,0
1736,5,0
946,5,0
630,5,0
518,5,0
4971,5,0
3341,5,0
1270,7,0
2893,7,0
3227,7,0
2770,7,0
3969,7,0
800,7,0
141,7,0
2642,7,0
2437,7,0
3381,7,0
3315,7,0
4018,7,0
2620,0,0
2538,0,0
345,0,0
1140,0,0
2726,0,0
3102,0,0
4113,0,0
526,0,0
4769,0,0
4012,0,0
1933,0,0
3267,0,0
3631,1,0
2345,1,0
1264,1,0
915,1,0
3326,1,0
3427,1,0
3997,1,0
1393,1,0
379,1,0
1998,1,0
1611,6,0
2764,6,0
4266,6,0
3426,6,0
1752,6,0
3047,6,0
2445,6,0
1294,6,0
2282,6,0
3241,2,0
4391,2,0
1058,2,0
3607,2,0
1985,2,0
4173,2,0
3260,2,0
2496,2,0
3739,2,0
2897,4,0
1912,4,0
1143,4,0
143,4,0
3354,4,0
3274,5,1
164,5,1
4215,3,1
1243,3,1
3582,3,1
4922,7,1
3676,7,1
2604,7,1
3633,7,1
3767,6,1
3522,6,1
343,6,1
3698,0,1
986,0,1
612,0,1
4477,1,1
1730,1,1
4591,1,1
1857,1,1
4263,2,1
2621,2,1
1509,2,1
352,2,1
4821,2,1
1126,2,1
4316,2,1
2231,2,1
858,2,1
36,2,1
415,2,1
2111,2,1
2206,4,1
4957,4,1
390,4,1
1900,4,1
4154,4,1
1445,4,1
1593,4,1
2886,4,1
1202,4,1
1310,4,1
57,4,1
2189,4,1
2085,4,1
3690,4,2
2142,7,2
1749,0,2
1316,6,2
1806,6,2
2636,4,2
3834,4,2
2239,1,2
834,1,2
4898,3,2
4321,7,2
9,7,2
4950,7,2
1351,7,3
1662,7,3
4635,7,3
3384,7,3
4924,6,3
954,6,3
2509,6,3
1793,6,3
2877,1,3
797,3,3
4267,6,3
817,0,3
1784,1,3
1049,2,3
2188,3,3
409,4,3
4401,5,3
2255,6,3
2823,7,3
1456,0,3
2749,1,3
3277,2,3
1578,3,3
4921,4,3
3125,5,3
963,6,3
4740,7,3
3612,0,3
1544,1,3
3577,2,3
656,3,3
2278,4,3
2487,5,3
1085,6,3
4949,7,3
1101,0,3
2541,1,3
2183,2,3
4638,3,3
665,4,3
3716,5,3
3730,6,3
3813,7,3
1972,0,3
4676,1,3
206,2,3
32,3,3
421,4,3
4584,5,3
102,6,3
796,7,3
1461,0,3
632,1,3
1517,2,3
717,3,3
1822,4,3
1601,5,3
2331,6,3
3393,7,3
2553,0,3
1625,1,3
2212,2,3
1341,3,3
4988,4,3
2202,5,3
3516,6,3
2596,7,3
3960,0,3
4981,1,3
2871,2,4
251,2,4
